id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1.17217E+18,1.17217E+18,1.5683E+12,9/12/2019,22:09:46,SE Asia Standard Time,1701442309,nattazad,CHAtime™,,Maybe brader tu buat Grab Food + Gojek.  https://twitter.com/4zlan_/status/1171779271829811200 …,[],['https://twitter.com/4zlan_/status/1171779271829811200'],[],0,0,3,[],[],https://twitter.com/NattAzad/status/1172165412626157568,FALSE,https://twitter.com/4zlan_/status/1171779271829811200,0,,"1.3521,103.8198,25km",,,,,"[{'user_id': '1701442309', 'username': 'NattAzad'}]",
1.17215E+18,1.17205E+18,1.5683E+12,9/12/2019,21:15:44,SE Asia Standard Time,3074578447,beardpappa,Stephan February ⚡,,"""Better"" is debatable. However you want to cut it, it has overnight become entrenched as the defector standard for digital payments, tipping, third-party plugins and mobile e-commerce in China.  Right now, in Asia, Grab and Gojek, two unicorn ridesharing apps chasing after.","['cryptoguzzle', 'klimenos']",[],[],2,0,0,[],[],https://twitter.com/beardpappa/status/1172151815057498112,FALSE,,0,,"1.3521,103.8198,25km",,,,,"[{'user_id': '3074578447', 'username': 'beardpappa'}, {'user_id': '963730682383163392', 'username': 'cryptoguzzle'}, {'user_id': '941810893364563968', 'username': 'klimenos'}]",
1.17214E+18,1.17214E+18,1.56829E+12,9/12/2019,20:25:44,SE Asia Standard Time,34601184,elmiza,علميزا قمرالزامن 👑,,"Eh, GoJek dah sampai Malaysia? Tu apa tu duduk rapat-rapat tu? Tak patuh shariah!  https://www.instagram.com/p/B2UBEdup2XC/?igshid=pb5p8ns4151e …",[],['https://www.instagram.com/p/B2UBEdup2XC/?igshid=pb5p8ns4151e'],[],0,0,0,[],[],https://twitter.com/elmiza/status/1172139232342753280,FALSE,,0,,"1.3521,103.8198,25km",,,,,"[{'user_id': '34601184', 'username': 'elmiza'}]",
1.17208E+18,1.17208E+18,1.56828E+12,9/12/2019,16:33:15,SE Asia Standard Time,22397966,williswee,Willis Wee,,Vietnamese startup HeyU wants to mimic Gojek’s concierge model  https://ift.tt/2I5fcsx ,[],['https://ift.tt/2I5fcsx'],[],0,0,0,[],[],https://twitter.com/williswee/status/1172080722926022656,FALSE,,0,,"1.3521,103.8198,25km",,,,,"[{'user_id': '22397966', 'username': 'williswee'}]"
